1: 28032 us
2: 23053 us
3: 36520 us
4: 25557 us
5: 35958 us
6: 26974 us
7: 36123 us
8: 23785 us
9: 29268 us
10: 24998 us
11: 32156 us
12: 26596 us
13: 23516 us
14: 23555 us
15: 15638 us
16: 24949 us
17: 24124 us
18: 19717 us
19: 38504 us
20: 27992 us
21: 19748 us
22: 27155 us
23: 35929 us
24: 57312 us
25: 33119 us
26: 24677 us
27: 44461 us
28: 27204 us
29: 23709 us
30: 28232 us
